flow_id,src_ip,src_port,dst_ip,dst_port,timestamp,flow_duration,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,flow_byts_s,flow_pkts_s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_tot,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_tot,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fwd_header_len,bwd_header_len,fwd_pkts_s,bwd_pkts_s,pkt_len_min,pkt_len_max,pkt_len_mean,pkt_len_std,pkt_len_var,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,cwe_flag_count,ece_flag_cnt,down_up_ratio,pkt_size_avg,fwd_seg_size_avg,bwd_seg_size_avg,fwd_byts_b_avg,fwd_pkts_b_avg,fwd_blk_rate_avg,bwd_byts_b_avg,bwd_pkts_b_avg,bwd_blk_rate_avg,subflow_fwd_pkts,subflow_fwd_byts,subflow_bwd_pkts,subflow_bwd_byts,init_fwd_win_byts,init_bwd_win_byts,fwd_act_data_pkts,fwd_seg_size_min,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min,Label,protocol,final_XGB_prediction,final_XGB_confidence,final_DT_prediction,final_DT_confidence
192.168.1.95-13.107.6.175-50386-443-6,192.168.1.95,50386,13.107.6.175,443,05/04/2025 01:12:20,21203.0,1,1,1,0,1,1,1.0,0.0,0,0,0.0,0.0,47.16313729189266,94.32627458378532,21203.0,0.0,21203.0,21203.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,20,32,47.16313729189266,47.16313729189266,0,1,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,1,0,0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,1,1,1,0,1026,16379,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,6,BENIGN,0.54842657,BENIGN,1.0
192.168.1.1-192.168.1.95-1900-62304-17,192.168.1.1,1900,192.168.1.95,62304,05/04/2025 01:12:13,6015659.0,3,0,1215,0,405,405,405.0,0.0,0,0,0.0,0.0,201.97288443377525,0.4986984800833957,3007829.5,2906.915977457897,3009885.0,3005774.0,6015659.0,3007829.5,2906.915977457897,3009885.0,3005774.0,0,0.0,0.0,0,0,0,0,0,0,24,0,0.4986984800833957,0.0,405,405,405.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,540.0,405.0,0.0,0,0,0,0,0,0,3,1215,0,0,0,0,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,17,BENIGN,0.7439844,DDoS,1.0
192.168.1.95-8.45.52.228-50322-443-6,192.168.1.95,50322,8.45.52.228,443,05/04/2025 01:12:26,59106.0,1,1,1,0,1,1,1.0,0.0,0,0,0.0,0.0,16.918756133049097,33.837512266098194,59106.0,0.0,59106.0,59106.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,20,32,16.918756133049097,16.918756133049097,0,1,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,1,0,0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,1,1,1,0,1026,83,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,6,BENIGN,0.5542175,BENIGN,1.0
192.168.1.95-8.48.85.230-50294-443-6,192.168.1.95,50294,8.48.85.230,443,05/04/2025 01:12:35,3271786.0,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.9169303860338054,1635893.0,2246708.7606403283,3224556.0,47230.0,0.0,0.0,0.0,0.0,0.0,3224556,3224556.0,0.0,3224556,3224556,0,0,0,0,20,40,0.3056434620112684,0.6112869240225369,0,0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,6,BENIGN,0.83399576,BENIGN,1.0
192.168.1.95-35.174.127.31-50317-443-6,192.168.1.95,50317,35.174.127.31,443,05/04/2025 01:11:48,48109973.0,10,8,1126,1064,239,0,112.6,116.4638236630681,260,0,133.0,135.9957982544209,45.52070731779459,0.3741427998722843,2829998.411764706,5487454.350965882,15898244.0,239.0,48109973.0,5345552.555555556,6725442.466162656,15898244.0,108094.0,48003839,6857691.285714286,7040115.679627613,16006692,492,1,0,0,0,200,160,0.2078571110401579,0.1662856888321263,0,260,127.78947368421056,121.61166745349196,14789.397660818717,0,1,0,0,1,0,0,0,0.0,134.88888888888889,112.6,133.0,0,0,0,0,0,0,10,1126,8,1064,1024,238,5,20,318629.0,420156.92804871534,948864.0,108094.0,11681711.0,4880210.839376581,15898244,6939119,BENIGN,6,BENIGN,0.56978303,BENIGN,1.0
192.168.1.95-20.189.173.27-50382-443-6,192.168.1.95,50382,20.189.173.27,443,05/04/2025 01:12:09,69843.0,1,1,1,0,1,1,1.0,0.0,0,0,0.0,0.0,14.317827126555274,28.63565425311055,69843.0,0.0,69843.0,69843.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,20,32,14.317827126555274,14.317827126555274,0,1,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,1,0,0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,1,1,1,0,1024,16385,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,6,BENIGN,0.557956,BENIGN,1.0
192.168.1.95-40.71.11.167-50377-443-6,192.168.1.95,50377,40.71.11.167,443,05/04/2025 01:12:18,65417.0,1,1,1,0,1,1,1.0,0.0,0,0,0.0,0.0,15.286546310592048,30.57309262118409,65417.0,0.0,65417.0,65417.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,20,32,15.286546310592048,15.286546310592048,0,1,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,1,0,0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,1,1,1,0,1027,16385,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,6,BENIGN,0.557956,BENIGN,1.0
192.168.1.115-224.0.0.251-5353-5353-17,192.168.1.115,5353,224.0.0.251,5353,05/04/2025 01:12:03,4008798.0,3,0,277,0,117,80,92.33333333333331,21.361959960016154,0,0,0.0,0.0,69.09801890741315,0.7483539953871461,2004399.0,1412365.1852470734,3003092.0,1005706.0,4008798.0,2004399.0,1412365.1852470734,3003092.0,1005706.0,0,0.0,0.0,0,0,0,0,0,0,24,0,0.7483539953871461,0.0,80,117,89.25,18.5,342.25,0,0,0,0,0,0,0,0,0.0,119.0,92.33333333333331,0.0,0,0,0,0,0,0,3,277,0,0,0,0,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,17,BENIGN,0.9492496,DDoS,1.0
192.168.1.95-72.25.64.11-50065-443-6,192.168.1.95,50065,72.25.64.11,443,05/04/2025 01:12:12,23347017.0,1,2,1,0,1,1,1.0,0.0,0,0,0.0,0.0,0.042832024322422,0.128496072967266,11673508.5,16416444.883361334,23281688.0,65329.0,0.0,0.0,0.0,0.0,0.0,23281688,23281688.0,0.0,23281688,23281688,0,0,0,0,20,40,0.042832024322422,0.085664048644844,0,1,0.5,0.5773502691896257,0.3333333333333333,0,0,0,0,1,0,0,0,2.0,0.6666666666666666,1.0,0.0,0,0,0,0,0,0,1,1,2,0,1026,9300,0,20,65329.0,0.0,65329.0,65329.0,23281688.0,0.0,23281688,23281688,BENIGN,6,BENIGN,0.96916425,BENIGN,1.0
192.168.1.49-239.255.255.250-50201-1900-17,192.168.1.49,50201,239.255.255.250,1900,05/04/2025 01:11:58,240689.0,10,0,3305,0,359,311,330.50000000000006,19.84523452452333,0,0,0.0,0.0,13731.412735937249,41.547391031580176,26743.22222222222,8311.622205950198,43799.0,21039.0,240689.0,26743.22222222222,8311.622205950198,43799.0,21039.0,0,0.0,0.0,0,0,0,0,0,0,80,0,41.547391031580176,0.0,311,359,328.72727272727275,19.723543845317995,389.0181818181813,0,0,0,0,0,0,0,0,0.0,361.6,330.5,0.0,0,0,0,0,0,0,10,3305,0,0,0,0,9,8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,17,BENIGN,0.53215325,Heartbleed,1.0
192.168.1.95-239.255.255.250-62304-1900-17,192.168.1.95,62304,239.255.255.250,1900,05/04/2025 01:12:13,6017521.0,3,0,411,0,137,137,137.0,0.0,0,0,0.0,0.0,68.30055100763254,0.4985441679389236,3008760.5,1301.783584164434,3009681.0,3007840.0,6017521.0,3008760.5,1301.783584164434,3009681.0,3007840.0,0,0.0,0.0,0,0,0,0,0,0,24,0,0.4985441679389236,0.0,137,137,137.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,182.66666666666663,137.0,0.0,0,0,0,0,0,0,3,411,0,0,0,0,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,17,BENIGN,0.7439844,DDoS,1.0
192.168.1.95-104.18.27.90-50290-443-6,192.168.1.95,50290,104.18.27.90,443,05/04/2025 01:12:15,33762.0,1,1,1,0,1,1,1.0,0.0,0,0,0.0,0.0,29.619098394644865,59.23819678928973,33762.0,0.0,33762.0,33762.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,20,32,29.619098394644865,29.619098394644865,0,1,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,1,0,0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,1,1,1,0,2056,9,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,6,BENIGN,0.55360276,BENIGN,1.0
192.168.1.95-13.107.5.93-50370-443-6,192.168.1.95,50370,13.107.5.93,443,05/04/2025 01:12:16,26332.0,1,1,1,0,1,1,1.0,0.0,0,0,0.0,0.0,37.97660641045116,75.95321282090232,26332.0,0.0,26332.0,26332.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,20,32,37.97660641045116,37.97660641045116,0,1,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,1,0,0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,1,1,1,0,1024,16385,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,6,BENIGN,0.54842657,BENIGN,1.0
140.82.113.21-192.168.1.95-443-50383-6,192.168.1.95,50383,140.82.113.21,443,05/04/2025 01:12:19,53511.0,1,1,1,0,1,1,1.0,0.0,0,0,0.0,0.0,18.68774644465624,37.37549288931248,53511.0,0.0,53511.0,53511.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,20,32,18.68774644465624,18.68774644465624,0,1,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,1,0,0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,1,1,1,0,1024,71,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,6,BENIGN,0.55360276,BENIGN,1.0
192.168.1.95-20.190.135.2-50499-443-6,192.168.1.95,50499,20.190.135.2,443,05/04/2025 01:12:13,319774.0,11,17,5579,16790,1440,0,507.1818181818181,620.468181002349,1460,0,987.6470588235294,662.6673318091506,69952.5289735876,87.56184054988836,11843.481481481482,24711.6939110124,69065.0,0.0,319774.0,31977.400000000005,44771.93887097885,129121.0,0.0,264138,16508.625,29327.05094362541,69261,0,0,0,0,0,232,352,34.399294501741856,53.1625460481465,0,1460,771.3448275862069,682.2704886659202,465493.0197044336,0,0,0,1,0,0,0,0,1.0,798.8928571428571,507.1818181818182,987.6470588235294,0,0,0,0,0,0,11,5579,17,16790,64240,16385,7,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,6,Backdoor,0.39918262,BENIGN,1.0
192.168.1.95-72.25.64.32-50083-443-6,192.168.1.95,50083,72.25.64.32,443,05/04/2025 01:11:44,45144564.0,2,2,2,0,1,1,1.0,0.0,0,0,0.0,0.0,0.0443021223994986,0.0886042447989972,15048188.0,25943743.857738823,45005443.0,69492.0,45074935.0,45074935.0,0.0,45074935.0,45074935.0,45075072,45075072.0,0.0,45075072,45075072,0,0,0,0,40,40,0.0443021223994986,0.0443021223994986,0,1,0.6,0.5477225575051661,0.2999999999999999,0,0,0,0,1,0,0,0,1.0,0.75,1.0,0.0,0,0,0,0,0,0,2,2,2,0,1022,512,1,20,69492.0,0.0,69492.0,69492.0,45005443.0,0.0,45005443,45005443,BENIGN,6,BENIGN,0.5151417,BENIGN,1.0
192.168.1.1-192.168.1.95-443-50525-6,192.168.1.1,443,192.168.1.95,50525,05/04/2025 01:12:35,15.0,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,133333.33333333334,15.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,20,20,66666.66666666667,66666.66666666667,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,274,1022,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,6,Backdoor,0.49033803,BENIGN,1.0
192.168.1.1-239.255.255.250-38810-1900-17,192.168.1.1,38810,239.255.255.250,1900,05/04/2025 01:12:30,257492.0,24,0,9930,0,454,359,413.75,37.71546793742762,0,0,0.0,0.0,38564.30491044382,93.20677923974335,11195.30434782609,53422.35255824764,256259.0,0.0,257492.0,11195.30434782609,53422.35255824764,256259.0,0.0,0,0.0,0.0,0,0,0,0,0,0,192,0,93.20677923974335,0.0,359,454,412.16,37.7675786886054,1426.3900000000003,0,0,0,0,0,0,0,0,0.0,429.3333333333333,413.75,0.0,0,0,0,0,0,0,24,9930,0,0,0,0,23,8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,17,BENIGN,0.667679,Heartbleed,1.0
192.168.1.192-224.0.0.251-5353-5353-17,192.168.1.192,5353,224.0.0.251,5353,05/04/2025 01:12:03,16793617.0,6,0,385,0,95,58,64.16666666666667,15.105186747162932,0,0,0.0,0.0,22.92537694530011,0.3572786017449367,3358723.4,4006974.261515327,10261279.0,1005574.0,16793617.0,3358723.4,4006974.261515327,10261279.0,1005574.0,0,0.0,0.0,0,0,0,0,0,0,48,0,0.3572786017449367,0.0,58,95,63.28571428571429,13.984685501341408,195.57142857142856,0,0,0,0,0,0,0,0,0.0,73.83333333333333,64.16666666666667,0.0,0,0,0,0,0,0,6,385,0,0,0,0,5,8,5522563.0,0.0,5522563.0,5522563.0,10261279.0,0.0,10261279,10261279,BENIGN,17,BENIGN,0.9904614,DDoS,1.0
140.82.112.25-192.168.1.95-443-50283-6,140.82.112.25,443,192.168.1.95,50283,05/04/2025 01:11:53,45093415.0,3,2,25,30,25,0,8.333333333333332,14.433756729740644,29,1,15.0,19.79898987322333,1.2196902807205885,0.1108809346109626,11273353.75,22485372.538363297,45001397.0,299.0,45093415.0,22546707.5,31824509.53480988,45050034.0,43381.0,45044479,45044479.0,0.0,45044479,45044479,1,0,0,0,72,40,0.0665285607665775,0.044352373844385,0,29,13.333333333333334,14.32014897501652,205.06666666666663,0,1,0,0,1,0,0,0,0.0,16.0,8.333333333333334,15.0,0,0,0,0,0,0,3,25,2,30,74,1023,0,20,43381.0,0.0,43381.0,43381.0,45001397.0,0.0,45001397,45001397,BENIGN,6,Backdoor,0.842241,BENIGN,1.0
192.168.1.1-192.168.1.95-80-50423-6,192.168.1.95,50423,192.168.1.1,80,05/04/2025 01:11:43,707.0,1,1,1,0,1,1,1.0,0.0,0,0,0.0,0.0,1414.4271570014146,2828.854314002829,707.0,0.0,707.0,707.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,20,20,1414.4271570014146,1414.4271570014146,0,1,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,1,0,0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,1,1,1,0,8211,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,6,BENIGN,0.52464354,BENIGN,1.0
192.168.1.1-192.168.1.95-80-50420-6,192.168.1.95,50420,192.168.1.1,80,05/04/2025 01:11:43,925.0,1,1,1,0,1,1,1.0,0.0,0,0,0.0,0.0,1081.081081081081,2162.162162162162,925.0,0.0,925.0,925.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,20,20,1081.081081081081,1081.081081081081,0,1,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,1,0,0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,1,1,1,0,1026,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,6,BENIGN,0.52464354,BENIGN,1.0
192.168.1.95-8.48.85.230-50305-443-6,192.168.1.95,50305,8.48.85.230,443,05/04/2025 01:12:35,3139456.0,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.9555795653769316,1569728.0,2154069.2870235164,3092885.0,46571.0,0.0,0.0,0.0,0.0,0.0,3092885,3092885.0,0.0,3092885,3092885,0,0,0,0,20,40,0.3185265217923105,0.637053043584621,0,0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,6,BENIGN,0.82698953,BENIGN,1.0
192.168.1.49-239.255.255.250-52323-1900-17,192.168.1.49,52323,239.255.255.250,1900,05/04/2025 01:12:35,321616.0,12,0,5106,0,450,384,425.5,27.80287754891568,0,0,0.0,0.0,15876.075817123525,37.31157653848067,29237.81818181818,24325.77046187101,102097.0,17051.0,321616.0,29237.81818181818,24325.77046187101,102097.0,17051.0,0,0.0,0.0,0,0,0,0,0,0,96,0,37.31157653848067,0.0,384,450,422.3076923076923,29.00110519556284,841.064102564102,0,0,0,0,0,0,0,0,0.0,457.5,425.5,0.0,0,0,0,0,0,0,12,5106,0,0,0,0,11,8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,17,BENIGN,0.53215325,Heartbleed,1.0
192.168.1.95-23.219.160.168-50511-443-6,192.168.1.95,50511,23.219.160.168,443,05/04/2025 01:12:18,397268.0,8,9,598,6272,272,0,74.75,110.29797304185992,1460,0,696.8888888888889,567.0377951346022,17293.11195465026,42.79227121238056,24829.250000000004,52639.61137457861,212373.0,0.0,397268.0,56752.57142857143,87536.07225378031,245954.0,231.0,328776,41097.0,71991.16176309422,212373,0,0,0,0,0,184,192,20.13753939406144,22.65473181831912,0,1460,381.6666666666667,511.6841856871804,261820.7058823529,0,0,0,1,0,0,0,0,1.0,404.11764705882354,74.75,696.8888888888889,0,0,0,0,0,0,8,598,9,6272,64240,501,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,6,Backdoor,0.4202723,BENIGN,1.0
192.168.1.95-72.25.64.32-50512-443-6,72.25.64.32,443,192.168.1.95,50512,05/04/2025 01:12:19,78673.0,3,1,85,0,85,0,28.333333333333336,49.074772881118186,0,0,0.0,0.0,1080.4214914900915,50.84336430541609,26224.33333333333,35440.6638811032,66549.0,22.0,78673.0,39336.5,38515.39926445005,66571.0,12102.0,0,0.0,0.0,0,0,0,0,0,0,72,20,38.13252322906207,12.710841076354022,0,85,34.0,46.55641738793912,2167.5,0,0,0,0,1,1,0,0,0.0,42.5,28.33333333333333,0.0,0,0,0,0,0,0,3,85,1,0,512,1022,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,6,Backdoor,0.6485856,BENIGN,1.0
